epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.3782,1.51005,94.8701,0.6766,1.03502,1.66673,0.65576,0.78313,0.71836,0.30834,0,0,0,0,1.56344,92.0952,0.54643,2.29802,1.9148,0.000650794,0.000650794,0.000650794
2,25.0652,1.39032,88.2491,0.54835,0.89565,1.51255,0.02124,0.48193,0.01437,0.00349,0,0,0,0,3.33047,99.842,5.79399,204.477,12.2017,0.00130442,0.00130442,0.00130442
3,34.716,1.45167,84.7181,0.47167,0.91256,1.53689,0.65772,0.78313,0.69804,0.24739,0,0,0,0,2.20611,90.1693,0.24026,4.16173,2.77016,0.00194484,0.00194484,0.00194484
4,44.3306,1.35768,80.1227,0.45443,0.84361,1.48043,0.72149,0.6747,0.71885,0.22489,0,0,0,0,2.24654,80.659,0.32506,1.4365,2.53758,0.0019406,0.0019406,0.0019406
5,53.9677,1.4122,79.2518,0.4351,0.85071,1.50809,0.84401,0.66265,0.78546,0.41047,0,0,0,0,1.64683,84.942,0.269,2.20392,1.87164,0.0019208,0.0019208,0.0019208
6,63.6248,1.3486,74.3532,0.41749,0.83938,1.48317,0.89665,0.98795,0.974,0.64262,0.06367,0.03614,0.00362,0.00036,1.10094,64.3322,0.27365,0.82601,1.50579,0.001901,0.001901,0.001901
7,73.2845,1.36205,73.2763,0.41765,0.85287,1.46708,0.93935,0.84337,0.93529,0.64053,0.02859,0.03614,0.00233,0.00031,1.08173,58.9606,0.28698,1.04398,1.5105,0.0018812,0.0018812,0.0018812
8,82.9111,1.40078,72.1761,0.39843,0.86211,1.50705,0.90169,0.88403,0.92708,0.37754,0.04902,0.04819,0.00247,0.00034,1.85667,59.5852,0.2863,1.35042,2.15317,0.0018614,0.0018614,0.0018614
9,92.5597,1.39161,70.4605,0.40022,0.88616,1.51538,0.8325,0.83837,0.89732,0.52847,0.19187,0.08434,0.02357,0.00245,1.23933,58.7157,0.29454,1.06813,1.64241,0.0018416,0.0018416,0.0018416
10,102.171,1.32049,67.0006,0.39439,0.79899,1.47213,0.98681,0.98795,0.99203,0.71059,0.38761,0.37349,0.1687,0.02594,1.04924,51.176,0.28458,0.90683,1.4065,0.0018218,0.0018218,0.0018218
11,111.822,1.31276,64.3646,0.39786,0.78153,1.45815,0.92647,0.98795,0.98103,0.72549,0.34317,0.33735,0.169,0.02152,1.05022,49.4061,0.29366,0.66844,1.38686,0.001802,0.001802,0.001802
12,121.497,1.27825,63.9961,0.38745,0.76994,1.43536,0.97738,0.93976,0.99034,0.65188,0.11585,0.06024,0.01541,0.00174,1.15044,52.4364,0.28123,0.75593,1.54132,0.0017822,0.0017822,0.0017822
13,131.119,1.22739,60.572,0.377,0.73656,1.39585,0.98681,0.98795,0.99465,0.72569,0.55311,0.46988,0.29021,0.04087,0.96581,46.7227,0.27155,0.60936,1.33563,0.0017624,0.0017624,0.0017624
14,140.744,1.27701,62.1861,0.37622,0.77195,1.43369,0.96254,0.9759,0.98147,0.65561,0.34614,0.3253,0.13087,0.0173,1.16369,49.2171,0.28666,0.66275,1.48166,0.0017426,0.0017426,0.0017426
15,150.336,1.21172,59.9287,0.36458,0.75239,1.39359,0.95343,0.98795,0.98319,0.73345,0.52106,0.45879,0.31987,0.05566,0.98094,45.2552,0.28389,0.59265,1.3697,0.0017228,0.0017228,0.0017228
16,159.974,1.19125,59.2245,0.35919,0.71448,1.38051,0.95165,0.98795,0.98281,0.72957,0.49092,0.48193,0.28236,0.04088,0.96167,45.9745,0.29265,0.58001,1.3409,0.001703,0.001703,0.001703
17,169.571,1.17841,57.5141,0.35867,0.69629,1.3763,0.95641,0.9759,0.9844,0.74795,0.58658,0.50602,0.30914,0.0547,0.90095,44.951,0.28557,0.58435,1.31407,0.0016832,0.0016832,0.0016832
18,179.185,1.14399,57.6795,0.35909,0.69495,1.36634,0.9119,0.99771,0.9858,0.69712,0.61568,0.54217,0.37298,0.07822,1.00559,44.1317,0.27254,0.56181,1.41903,0.0016634,0.0016634,0.0016634
