epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.8379,1.34439,22.8758,0.66628,0.95205,1.56207,0.92594,0.92771,0.97937,0.7046,0,0,0,0,0.96557,20.3882,0.52712,1.17839,1.45028,0.000650794,0.000650794,0.000650794
2,20.2733,1.05072,21.1091,0.52835,0.71599,1.2852,0.58833,1,0.96151,0.64001,0,0,0,0,1.06428,18.8122,0.30981,3.10455,1.44407,0.00130442,0.00130442,0.00130442
3,29.6561,1.03233,19.9663,0.45506,0.70318,1.26265,0.98234,0.9759,0.98992,0.71705,0,0,0,0,0.93979,18.7835,0.27008,1.05565,1.3194,0.00194484,0.00194484,0.00194484
4,39.0654,1.02722,19.4665,0.42987,0.64425,1.26199,0.86437,0.80723,0.84691,0.29609,0,0,0,0,2.08292,20.5496,0.27816,2.69493,2.95537,0.0019406,0.0019406,0.0019406
5,48.4357,1.03507,18.3585,0.40977,0.64895,1.27083,0.96852,0.85542,0.89051,0.67018,0,0,0,0,0.93442,18.1949,0.28527,1.40095,1.32598,0.0019208,0.0019208,0.0019208
6,57.8938,0.96742,17.4998,0.40229,0.63946,1.23719,0.98299,0.98795,0.98939,0.66277,0,0,0,0,1.10604,17.6076,0.2635,0.65176,1.49021,0.001901,0.001901,0.001901
7,67.2559,0.9963,16.9802,0.39247,0.61918,1.22911,0.99117,0.9759,0.98973,0.70217,0.11548,0.12048,0.01928,0.00202,0.90577,13.6308,0.27501,0.56556,1.31245,0.0018812,0.0018812,0.0018812
8,76.625,0.96303,16.0183,0.37227,0.5994,1.22402,0.99817,1,0.995,0.78617,0.14399,0.13253,0.0285,0.00341,0.77645,12.8317,0.27531,0.47979,1.16234,0.0018614,0.0018614,0.0018614
9,86.0305,0.97245,16.0809,0.369,0.60163,1.2299,0.92129,0.98723,0.98935,0.78549,0.015,0.01205,0.00029,3e-05,0.85157,13.5182,0.27326,0.66332,1.24704,0.0018416,0.0018416,0.0018416
10,95.4721,0.93369,15.6013,0.37331,0.59434,1.21666,0.97535,1,0.99416,0.79937,0.51243,0.45783,0.3122,0.0475,0.73436,11.4124,0.29972,0.46016,1.1357,0.0018218,0.0018218,0.0018218
11,104.837,0.92085,15.1522,0.36626,0.56293,1.20407,0.99707,0.98795,0.99422,0.81694,0.58134,0.50602,0.36508,0.0552,0.66092,11.2162,0.29406,0.41676,1.09802,0.001802,0.001802,0.001802
12,114.316,0.89426,14.6291,0.36203,0.55682,1.18539,0.98806,0.99676,0.99476,0.76342,0.55307,0.46988,0.30747,0.04854,0.84407,11.1877,0.28363,0.48019,1.21661,0.0017822,0.0017822,0.0017822
13,123.706,0.88428,14.3261,0.35386,0.5418,1.16163,0.98808,0.99854,0.99345,0.81312,0.56659,0.49398,0.36414,0.05565,0.70132,11.013,0.28012,0.42028,1.09068,0.0017624,0.0017624,0.0017624
