epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.57178,2.17591,97.3644,0.71382,3.15874,2.4742,0.89791,1,0.9875,0.6359,0,0,0,0,1.13251,98.8002,0.68957,1.36309,1.83643,0.00018,0.00018,0.00018
2,10.3101,1.21546,98.4756,0.71398,0.83595,1.636,0.91406,0.94737,0.98761,0.67534,0,0,0,0,0.9805,98.6874,0.69191,2.00431,1.84116,0.000376238,0.000376238,0.000376238
3,12.79,1.0361,97.31,0.70158,0.71352,1.51905,0.67231,0.97233,0.82113,0.48796,0,0,0,0,1.32418,98.6035,0.68341,3.50098,2.39854,0.000568516,0.000568516,0.000568516
4,15.2369,1.17959,97.0842,0.6891,0.76293,1.60695,0.55951,0.94737,0.88916,0.47589,0,0,0,0,1.64725,97.1448,0.67409,4.62971,2.88208,0.000756834,0.000756834,0.000756834
5,17.673,1.29738,96.3303,0.67847,0.87762,1.67555,1,0.68421,0.9795,0.58976,0,0,0,0,1.30914,98.3346,0.70503,3.76426,2.69584,0.000941192,0.000941192,0.000941192
6,20.1219,1.1542,96.8581,0.66708,0.83305,1.59179,0.42105,0.84211,0.41734,0.17969,0,0,0,0,1.86648,99.0027,0.88137,14.7984,5.99389,0.00112159,0.00112159,0.00112159
7,22.5439,1.21953,95.3979,0.65483,0.82849,1.61964,0.53565,0.73684,0.61307,0.19507,0,0,0,0,2.42515,98.8391,0.79509,7.06121,5.97794,0.00129803,0.00129803,0.00129803
8,24.9637,1.41721,95.0632,0.6572,0.99268,1.80946,0.2456,0.58266,0.22812,0.07716,0,0,0,0,2.62048,98.893,0.85852,11.1485,4.60949,0.00147051,0.00147051,0.00147051
9,27.4113,1.24938,95.5617,0.66465,0.93271,1.64246,0.53467,0.78947,0.65039,0.27331,0,0,0,0,2.31763,97.4125,0.72259,3.49078,5.19257,0.00163902,0.00163902,0.00163902
10,29.885,1.38339,94.629,0.65257,0.9132,1.72685,0.32307,0.84211,0.35954,0.14957,0,0,0,0,2.47407,96.764,0.71214,8.39727,5.95983,0.00180358,0.00180358,0.00180358
11,32.3567,1.32971,93.7899,0.643,0.88331,1.7604,0.52969,1,0.84972,0.43201,0,0,0,0,1.81855,96.8475,0.66807,3.12433,4.39542,0.001802,0.001802,0.001802
12,34.8309,1.2564,93.9828,0.6423,0.83346,1.63912,0.6236,0.63158,0.59946,0.17746,0,0,0,0,2.52194,96.6446,0.62375,4.26325,4.88829,0.0017822,0.0017822,0.0017822
13,37.2893,1.25921,94.0006,0.63777,0.86847,1.68068,0.56173,0.73684,0.57113,0.22795,0,0,0,0,2.11394,92.756,0.64247,3.31912,3.57809,0.0017624,0.0017624,0.0017624
