epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.1024,2.03794,97.2028,0.70887,2.76742,2.433,0.99698,1,0.995,0.76731,0,0,0,0,0.92956,98.8213,0.69124,0.67689,1.89652,0.00018,0.00018,0.00018
2,12.6452,1.17854,98.2278,0.71917,0.76597,1.6276,0.96548,0.94737,0.96167,0.52413,0,0,0,0,1.45544,98.5791,0.68307,1.00093,2.60249,0.000376238,0.000376238,0.000376238
3,15.2926,1.17181,97.2651,0.70858,0.72804,1.626,0.77241,1,0.95444,0.42142,0,0,0,0,1.97325,97.6518,0.69518,1.0657,3.32824,0.000568516,0.000568516,0.000568516
4,17.9349,1.2405,96.7869,0.69073,0.75803,1.66895,0.68353,0.22916,0.23906,0.06607,0,0,0,0,3.60916,98.2034,0.67419,2.96028,5.46978,0.000756834,0.000756834,0.000756834
5,20.5783,1.29166,96.1455,0.67855,0.85481,1.68754,0.0506,0.10526,0.0079,0.0015,0,0,0,0,4.14898,98.3444,0.77556,14.469,8.1757,0.000941192,0.000941192,0.000941192
6,23.2256,1.26404,96.122,0.66189,0.92016,1.70284,0,0,0,0,0,0,0,0,5.28393,99.9707,13.2728,471.325,167.49,0.00112159,0.00112159,0.00112159
7,25.8752,1.358,95.7063,0.65546,0.863,1.71261,0.00876,0.15789,0.00137,0.00057,0,0,0,0,4.51948,99.5945,1.96555,642.965,29.4291,0.00129803,0.00129803,0.00129803
8,28.5274,1.51811,94.9642,0.65611,0.9432,1.89384,0.15493,0.57895,0.12802,0.01674,0,0,0,0,3.78789,99.9119,1.21446,40.0483,30.138,0.00147051,0.00147051,0.00147051
9,31.157,1.44869,95.0807,0.65083,0.95975,1.7755,0.05172,0.31579,0.02593,0.00498,0,0,0,0,4.04404,99.7353,2.41561,114.372,31.5185,0.00163902,0.00163902,0.00163902
10,33.806,1.3962,94.8401,0.65064,0.91632,1.80362,0,0,0,0,0,0,0,0,5.12295,99.8925,1.35483,76.1475,19.1913,0.00180358,0.00180358,0.00180358
11,36.3869,1.53448,94.4985,0.63873,0.95724,1.92064,0.12685,0.05263,0.01833,0.00367,0,0,0,0,5.3928,99.6702,0.95518,20.2793,11.9812,0.001802,0.001802,0.001802
12,39.0342,1.34091,93.6546,0.63686,0.91221,1.74068,0.30961,0.26316,0.13635,0.04928,0,0,0,0,3.53033,97.9933,0.56734,2.11716,5.15991,0.0017822,0.0017822,0.0017822
13,41.6451,1.29521,93.0679,0.63956,0.85533,1.71669,0.42976,0.73684,0.47974,0.16874,0,0,0,0,2.38674,93.0211,0.58732,2.32464,3.48971,0.0017624,0.0017624,0.0017624
14,44.2932,1.2633,92.7426,0.63609,0.81951,1.67114,0.50711,0.94737,0.70667,0.29937,0,0,0,0,1.93667,90.9947,0.61206,1.56617,2.75597,0.0017426,0.0017426,0.0017426
15,46.8853,1.35786,90.6811,0.63574,0.86888,1.77873,0.68831,0.81415,0.80179,0.29045,0,0,0,0,1.87503,91.3754,0.67743,2.54595,2.9672,0.0017228,0.0017228,0.0017228
16,49.489,1.31526,92.6427,0.63742,0.81167,1.70205,0.94306,0.87242,0.97241,0.46361,0,0,0,0,1.56541,90.1221,0.64937,1.46399,2.66828,0.001703,0.001703,0.001703
17,52.0736,1.26336,93.1252,0.63486,0.78378,1.63021,0.66921,0.52632,0.63013,0.2223,0,0,0,0,2.26434,92.019,0.6347,3.04447,3.82326,0.0016832,0.0016832,0.0016832
18,54.6927,1.30319,91.3761,0.62725,0.82365,1.71945,0.66836,0.5306,0.68545,0.32047,0,0,0,0,2.02122,97.2425,0.67166,1.50136,3.60008,0.0016634,0.0016634,0.0016634
19,57.3384,1.24944,91.5985,0.61886,0.76141,1.65031,0.84667,0.89474,0.90915,0.45796,0,0,0,0,1.73402,95.6947,0.65188,0.92759,2.52708,0.0016436,0.0016436,0.0016436
20,59.9961,1.28199,90.731,0.62112,0.77543,1.67129,0.73447,0.87406,0.86595,0.39224,0,0,0,0,1.9153,86.858,0.5999,1.26318,2.69278,0.0016238,0.0016238,0.0016238
21,62.6514,1.20316,90.0723,0.61659,0.79992,1.63688,1,0.72656,0.9159,0.50349,0,0,0,0,1.54187,89.1484,0.64447,1.01264,2.31987,0.001604,0.001604,0.001604
22,65.3161,1.22155,90.1063,0.60882,0.75981,1.65448,0.93521,1,0.9925,0.66263,0,0,0,0,1.27929,92.8146,0.6591,0.63112,2.16333,0.0015842,0.0015842,0.0015842
