epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
1,16.7788,1.84505,10.5376,0.58951,1.07918,0.04674,18.9553,0.99278,0.95181,0.98922,0.67892,0,0,0,0,1.15891,9.15805,0.32223,0.41178,0.03063,0,0.000650794,0.000650794,0.000650794
2,27.3148,1.27469,8.24971,0.21938,0.45895,0.03085,8.47509,0.98277,0.89157,0.97384,0.6593,0,0,0,0,1.22536,9.74738,0.192,0.46035,0.03013,0,0.00118703,0.00118703,0.00118703
3,37.7147,1.17246,7.88777,0.16898,0.42322,0.0261,7.23482,0.98434,0.9759,0.97777,0.47053,0,0,0,0,1.92258,10.8953,0.20482,0.61747,0.05981,0,0.00159127,0.00159127,0.00159127
4,48.0999,1.41039,8.39727,0.15878,0.4336,0.0353,7.64118,0.96188,0.95181,0.9894,0.73439,0,0,0,0,1.006,9.30756,0.19335,0.34444,0.02492,0,0.001406,0.001406,0.001406
5,58.5184,1.115,7.16282,0.15169,0.4192,0.02605,6.44863,0.88866,0.9759,0.97321,0.7389,0,0,0,0,0.88921,8.19752,0.17417,0.41012,0.02142,0,0.001208,0.001208,0.001208
6,68.8969,1.02523,6.50917,0.14476,0.36487,0.02351,5.72476,1,0.94981,0.99396,0.71495,0,0,0,0,1.04437,8.95828,0.17735,0.3232,0.02862,0,0.00101,0.00101,0.00101
7,79.2827,1.01198,6.38559,0.14464,0.3502,0.02371,5.61702,0.98391,0.9759,0.99203,0.76016,0,0,0,0,0.91674,7.90274,0.17207,0.28711,0.02325,0,0.000812,0.000812,0.000812
8,89.6541,0.95153,6.22623,0.14229,0.30374,0.02151,5.26151,1,0.98727,0.99356,0.75867,0.0277,0.0241,0.00071,7e-05,0.91033,6.61269,0.16964,0.27846,0.02236,0,0.000614,0.000614,0.000614
9,100.026,0.92736,5.66244,0.14236,0.29209,0.02033,4.78212,0.97899,0.96386,0.99352,0.79788,0.33829,0.3012,0.15761,0.01937,0.78097,5.35468,0.16528,0.25259,0.0186,0,0.000416,0.000416,0.000416
10,110.425,0.82849,5.04378,0.14115,0.26163,0.01809,4.36366,0.97578,0.97083,0.99259,0.79657,0.61277,0.51807,0.37622,0.05212,0.72445,5.00438,0.16722,0.23778,0.0173,0,0.000218,0.000218,0.000218
