epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.6853,1.36822,11.4471,0.64693,0.9144,1.56874,0.90116,0.93976,0.97067,0.64749,0,0,0,0,1.07193,10.7752,0.47196,0.84899,1.43611,0.000650794,0.000650794,0.000650794
2,24.3336,1.04706,10.6151,0.50404,0.63874,1.27362,0.72769,0.74699,0.76001,0.36357,0,0,0,0,1.76083,11.5434,0.23904,4.38802,1.99652,0.00130442,0.00130442,0.00130442
3,33.8929,1.10946,10.3231,0.43246,0.70328,1.30859,0.86573,0.86747,0.89243,0.59759,0,0,0,0,1.14878,11.4406,0.22733,4.66585,1.61417,0.00194484,0.00194484,0.00194484
4,43.4423,1.03317,9.70348,0.40477,0.63,1.25873,0.94006,0.94481,0.97465,0.61394,0,0,0,0,1.30504,10.648,0.24625,1.25351,1.85162,0.0019406,0.0019406,0.0019406
5,52.9953,1.00453,9.12126,0.37847,0.6191,1.2446,0.97302,1,0.99143,0.74868,0.01695,0.01205,0.00045,5e-05,0.8843,8.94853,0.26975,0.75499,1.34483,0.0019208,0.0019208,0.0019208
6,62.5811,0.94988,8.72399,0.37436,0.58551,1.21723,0.98511,1,0.99464,0.80931,0.20641,0.15663,0.05183,0.00673,0.7354,7.04269,0.26811,0.45283,1.13296,0.001901,0.001901,0.001901
7,72.1743,0.93151,8.39895,0.36508,0.53993,1.19587,0.96087,0.88752,0.97508,0.77733,0.03855,0.03614,0.00142,0.00016,0.78042,7.29334,0.26925,1.10992,1.22467,0.0018812,0.0018812,0.0018812
8,81.719,0.901,8.23245,0.34244,0.53506,1.19616,0.98627,0.98795,0.99272,0.83896,0.10095,0.08434,0.01771,0.00281,0.67984,6.63042,0.25241,0.47119,1.1234,0.0018614,0.0018614,0.0018614
9,91.3881,0.91524,7.95336,0.3414,0.54274,1.18751,1,0.99775,0.995,0.80746,0.15115,0.13253,0.02837,0.00461,0.70825,6.61558,0.2592,0.63452,1.17649,0.0018416,0.0018416,0.0018416
10,100.984,0.87298,7.87613,0.3344,0.51122,1.18129,0.98636,1,0.99333,0.75034,0.06879,0.06024,0.00889,0.00119,0.86848,6.69925,0.27458,0.56786,1.22982,0.0018218,0.0018218,0.0018218
