epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.13867,1.90016,23.4168,0.70354,2.66234,2.24233,0.93142,0.95,0.97448,0.59431,0,0,0,0,1.21069,23.7549,0.68668,0.95128,1.83761,0.00018,0.00018,0.00018
2,10.7695,0.91706,23.2631,0.66858,0.57028,1.39182,0.82385,0.93587,0.88902,0.6262,0,0,0,0,1.26142,23.7067,0.66691,1.02289,2.39335,0.000376238,0.000376238,0.000376238
3,13.4057,0.87214,23.2272,0.63511,0.55986,1.31044,0.64638,0.6,0.58236,0.2235,0,0,0,0,2.3518,23.6528,0.65081,1.6321,3.33905,0.000568516,0.000568516,0.000568516
4,15.9914,0.90892,23.1581,0.59658,0.59278,1.36631,0.84332,0.8,0.90086,0.58014,0,0,0,0,1.17913,23.5574,0.5602,1.89644,2.74836,0.000756834,0.000756834,0.000756834
5,18.5774,0.9665,23.283,0.55908,0.61288,1.38643,0.02178,0.45,0.00977,0.00148,0,0,0,0,4.08099,23.8719,2.29792,833.595,32.0945,0.000941192,0.000941192,0.000941192
6,21.1559,0.90048,23.3475,0.52321,0.5459,1.34996,0.05631,0.45,0.03334,0.00809,0,0,0,0,3.19309,23.6018,0.56499,111.115,5.92988,0.00112159,0.00112159,0.00112159
7,23.7109,0.88167,23.2305,0.50451,0.60081,1.33366,0.07203,0.35,0.07189,0.01594,0,0,0,0,3.49446,23.4871,0.48084,20.5127,6.0684,0.00129803,0.00129803,0.00129803
8,26.278,0.99189,23.0366,0.4941,0.63356,1.40198,0.28012,0.35,0.1819,0.04812,0,0,0,0,3.12636,23.7465,0.45954,7.38315,4.14831,0.00147051,0.00147051,0.00147051
9,28.8473,1.07639,23.3074,0.48164,0.71795,1.44339,0.80122,0.85,0.91687,0.40122,0,0,0,0,2.00037,23.6115,0.42789,2.70394,3.6118,0.00163902,0.00163902,0.00163902
10,31.4249,1.01069,22.8835,0.47721,0.66214,1.41264,0.04504,0.55,0.03193,0.01058,0,0,0,0,2.7466,23.664,0.35302,36.4622,4.28797,0.00180358,0.00180358,0.00180358
11,33.9883,0.94774,23.0746,0.46658,0.6376,1.34712,0.21399,0.7,0.21265,0.07581,0,0,0,0,2.26395,23.3389,0.31617,5.31964,3.57993,0.001802,0.001802,0.001802
12,36.5627,0.88772,23.0259,0.46144,0.60391,1.32504,0.59023,0.6,0.54778,0.12597,0,0,0,0,3.24216,23.0498,0.30112,3.03447,3.88701,0.0017822,0.0017822,0.0017822
13,39.1367,0.87936,22.8212,0.45576,0.57354,1.3271,0.67903,0.6,0.65199,0.23028,0,0,0,0,2.35652,23.517,0.28036,1.78113,3.28552,0.0017624,0.0017624,0.0017624
14,41.724,0.85201,22.6852,0.45871,0.58106,1.29964,0.30109,0.5,0.33238,0.07593,0,0,0,0,3.15674,23.7238,0.30887,4.18795,4.76069,0.0017426,0.0017426,0.0017426
15,44.2925,0.89187,22.8435,0.44754,0.57072,1.35645,0.34418,0.8,0.48386,0.13046,0,0,0,0,2.87033,23.6176,0.3374,3.43167,3.66863,0.0017228,0.0017228,0.0017228
16,46.8861,0.83201,22.6362,0.45044,0.57782,1.28921,0.60221,0.75,0.84207,0.42155,0,0,0,0,1.79461,23.7274,0.35086,1.80236,2.74789,0.001703,0.001703,0.001703
17,49.4534,0.78612,22.6277,0.44814,0.53455,1.2573,0.34873,0.7,0.30921,0.07592,0,0,0,0,3.1261,23.6784,0.34303,3.75411,4.38628,0.0016832,0.0016832,0.0016832
18,52.0405,0.79391,22.349,0.44115,0.54595,1.30209,0.78884,0.93439,0.94305,0.48192,0,0,0,0,1.58696,22.7247,0.34929,1.12446,2.31449,0.0016634,0.0016634,0.0016634
19,54.6013,0.83327,22.2589,0.43594,0.54433,1.27842,0.80763,0.84006,0.763,0.19599,0,0,0,0,2.849,21.7177,0.36388,2.13775,4.06136,0.0016436,0.0016436,0.0016436
20,57.1899,0.86154,22.3592,0.43326,0.58964,1.2955,0.72402,0.91866,0.88348,0.42344,0,0,0,0,1.37111,23.3533,0.29985,1.57188,2.25548,0.0016238,0.0016238,0.0016238
21,59.7587,0.79575,22.1037,0.42867,0.55256,1.27431,0.8491,0.8,0.88695,0.60933,0,0,0,0,1.19623,22.8231,0.2887,1.03096,1.87279,0.001604,0.001604,0.001604
22,62.3518,0.8139,21.9347,0.42695,0.56868,1.26948,0.9324,1,0.9831,0.73954,0,0,0,0,1.04719,21.1548,0.30142,0.7013,1.77229,0.0015842,0.0015842,0.0015842
23,64.9425,0.78986,22.0537,0.42,0.54479,1.23765,0.99621,1,0.995,0.83934,0,0,0,0,0.71948,22.4367,0.31044,0.41208,1.41214,0.0015644,0.0015644,0.0015644
24,67.5714,0.74506,21.9417,0.42311,0.51377,1.23658,0.94444,1,0.99262,0.83171,0,0,0,0,0.73655,22.6589,0.335,0.4746,1.44459,0.0015446,0.0015446,0.0015446
25,70.1385,0.71058,21.7529,0.42088,0.50994,1.2232,0.94176,1,0.98786,0.81069,0,0,0,0,0.77213,21.8576,0.34184,0.56633,1.44459,0.0015248,0.0015248,0.0015248
26,72.7491,0.71358,21.9368,0.42888,0.47609,1.22867,0.92999,0.95,0.97917,0.69817,0,0,0,0,0.99266,20.5507,0.36854,0.66594,1.64033,0.001505,0.001505,0.001505
27,75.3235,0.67123,22.077,0.41821,0.46269,1.1749,0.89395,0.84325,0.93004,0.66164,0,0,0,0,0.9255,21.5415,0.33902,0.86427,1.63241,0.0014852,0.0014852,0.0014852
28,77.9166,0.70113,21.9128,0.42085,0.45544,1.18517,0.94837,1,0.99262,0.78726,0,0,0,0,0.79405,22.8666,0.3228,0.60486,1.5521,0.0014654,0.0014654,0.0014654
29,80.4882,0.71253,21.6842,0.42079,0.48755,1.21534,0.88958,0.95,0.97848,0.75389,0,0,0,0,0.7416,21.8346,0.33479,0.55641,1.44914,0.0014456,0.0014456,0.0014456
30,83.0739,0.7046,21.5071,0.42054,0.45159,1.15955,0.94053,1,0.995,0.74071,0,0,0,0,0.83913,22.2833,0.32289,0.80317,1.61995,0.0014258,0.0014258,0.0014258
31,85.6398,0.7521,21.3799,0.41271,0.4973,1.25348,0.94401,1,0.995,0.81377,0,0,0,0,0.70751,21.6226,0.33467,0.50372,1.43977,0.001406,0.001406,0.001406
32,88.2226,0.71713,21.68,0.40052,0.49425,1.2333,0.99735,1,0.995,0.82982,0,0,0,0,0.6897,22.1225,0.36125,0.42137,1.37573,0.0013862,0.0013862,0.0013862
33,90.8114,0.7202,21.6649,0.41542,0.48899,1.23908,0.9804,1,0.995,0.81394,0,0,0,0,0.73731,21.2874,0.34472,0.50012,1.3746,0.0013664,0.0013664,0.0013664
34,93.463,0.69238,21.4273,0.411,0.44721,1.18293,0.99974,1,0.995,0.77596,0,0,0,0,0.88256,22.2614,0.34213,0.47944,1.55579,0.0013466,0.0013466,0.0013466
35,96.0021,0.7016,21.2679,0.40645,0.48498,1.20449,0.98851,1,0.995,0.79093,0,0,0,0,0.77568,19.0178,0.34007,0.50948,1.42322,0.0013268,0.0013268,0.0013268
36,98.5724,0.69563,21.24,0.41009,0.46641,1.17598,0.99362,1,0.995,0.86394,0,0,0,0,0.63557,18.733,0.33559,0.38949,1.35406,0.001307,0.001307,0.001307
37,101.159,0.68858,21.0393,0.40733,0.43665,1.19699,1,0.99637,0.995,0.80781,0,0,0,0,0.65782,18.5601,0.36025,0.4189,1.31592,0.0012872,0.0012872,0.0012872
38,103.728,0.6947,21.1158,0.40484,0.46434,1.21295,0.97926,1,0.995,0.71801,0,0,0,0,0.99978,21.7259,0.39925,0.60552,1.71959,0.0012674,0.0012674,0.0012674
39,106.282,0.69766,21.2318,0.39785,0.4771,1.19661,0.94482,1,0.99262,0.71937,0,0,0,0,1.0332,19.5501,0.38254,0.5808,1.6638,0.0012476,0.0012476,0.0012476
40,108.854,0.68531,21.1294,0.4164,0.44798,1.19453,0.94496,1,0.99024,0.83276,0,0,0,0,0.63875,19.463,0.34527,0.43457,1.29563,0.0012278,0.0012278,0.0012278
41,111.409,0.63739,20.6777,0.41443,0.43081,1.16335,0.97071,0.95,0.99262,0.81883,0,0,0,0,0.66573,18.3563,0.3437,0.41314,1.36522,0.001208,0.001208,0.001208
42,114.005,0.70947,20.7708,0.40305,0.44302,1.19977,0.99749,1,0.995,0.84225,0,0,0,0,0.5986,19.5973,0.34828,0.3166,1.2766,0.0011882,0.0011882,0.0011882
43,116.574,0.65191,20.8168,0.4002,0.42335,1.18038,0.99718,1,0.995,0.87046,0,0,0,0,0.5927,18.7751,0.34719,0.32011,1.27003,0.0011684,0.0011684,0.0011684
44,119.181,0.64226,20.7287,0.40299,0.4179,1.1568,0.96737,1,0.995,0.85885,0,0,0,0,0.60567,18.9096,0.3805,0.39946,1.30272,0.0011486,0.0011486,0.0011486
45,121.745,0.66181,21.2631,0.40303,0.43799,1.16529,0.99295,1,0.995,0.83935,0,0,0,0,0.62554,19.0508,0.35896,0.46305,1.32415,0.0011288,0.0011288,0.0011288
46,124.327,0.62808,20.8913,0.39346,0.39138,1.15261,1,0.9834,0.995,0.80517,0,0,0,0,0.70615,20.094,0.38616,0.41258,1.41197,0.001109,0.001109,0.001109
47,126.888,0.63379,20.7573,0.40344,0.40932,1.14311,0.94752,1,0.99262,0.813,0,0,0,0,0.71424,18.6815,0.39846,0.40233,1.36203,0.0010892,0.0010892,0.0010892
48,129.473,0.64418,21.1255,0.39984,0.41612,1.15821,0.9496,1,0.99262,0.86117,0,0,0,0,0.62009,18.6177,0.39793,0.37585,1.3585,0.0010694,0.0010694,0.0010694
49,132.04,0.61322,20.6646,0.39775,0.4049,1.15037,0.99652,1,0.995,0.8641,0,0,0,0,0.6018,19.1093,0.41029,0.31945,1.30823,0.0010496,0.0010496,0.0010496
