epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.695,1.56,97.825,0.71178,1.84116,1.75736,0.92412,1,0.99065,0.64762,0,0,0,0,1.16997,95.3725,0.6792,0.55177,1.77441,0.00038,0.00038,0.00038
2,17.3844,1.09408,93.745,0.68148,0.71573,1.31565,0.59416,0.63158,0.60797,0.34606,0,0,0,0,1.53283,91.1434,0.67349,1.21233,1.82959,0.000772278,0.000772278,0.000772278
3,22.1471,1.06675,87.8246,0.64296,0.73963,1.3685,0.92122,0.84211,0.90715,0.53434,0,0,0,0,1.41537,95.9111,0.40992,1.43102,1.97752,0.00115664,0.00115664,0.00115664
4,26.8485,1.18148,84.6988,0.59531,0.82396,1.43865,0.67154,0.91475,0.83163,0.45521,0,0,0,0,1.30969,95.0717,0.37965,3.23732,2.04826,0.00153307,0.00153307,0.00153307
5,31.6034,1.11266,84.7038,0.57104,0.75407,1.37358,0.52534,0.76316,0.65189,0.28659,0,0,0,0,1.38509,90.7284,0.42677,2.80564,1.762,0.00190159,0.00190159,0.00190159
6,36.3335,1.20816,87.0297,0.54915,0.85017,1.42158,0.50906,0.70949,0.56932,0.24873,0,0,0,0,1.62927,78.2366,0.42195,2.48637,1.95309,0.001901,0.001901,0.001901
7,41.0263,1.30496,84.3188,0.54591,0.91272,1.52359,0.55372,0.31579,0.38631,0.14691,0,0,0,0,2.12578,89.7698,0.73794,2.48595,2.1357,0.0018812,0.0018812,0.0018812
8,45.7537,1.21626,80.2855,0.51117,0.84771,1.43889,0.77654,0.60526,0.79176,0.45139,0,0,0,0,1.24217,64.4192,0.37855,2.05332,1.63749,0.0018614,0.0018614,0.0018614
9,50.4556,1.11765,76.8741,0.50692,0.814,1.39889,0.66561,0.39474,0.41381,0.25019,0,0,0,0,2.63791,81.0223,0.76946,3.28861,3.1791,0.0018416,0.0018416,0.0018416
10,55.1636,1.13416,72.6269,0.50016,0.75377,1.40864,0.98335,1,0.995,0.61705,0.00521,0.02632,0.00021,2e-05,1.08671,58.3822,0.35219,0.89869,1.56385,0.0018218,0.0018218,0.0018218
