epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.8107,1.33588,11.5479,0.64581,0.96909,1.56264,0.23639,0.62651,0.23286,0.10578,0,0,0,0,1.81187,11.7129,0.48141,7.54419,3.0853,0.000650794,0.000650794,0.000650794
2,20.226,1.06201,10.88,0.50037,0.69694,1.28242,0.9295,0.86747,0.89445,0.64291,0,0,0,0,1.03583,10.7493,0.26785,2.43425,1.41674,0.00130442,0.00130442,0.00130442
3,29.6423,1.04617,10.3246,0.43026,0.66781,1.26061,0.91293,0.87952,0.94529,0.67884,0,0,0,0,0.94769,9.79511,0.24355,1.64062,1.41601,0.00194484,0.00194484,0.00194484
4,39.0685,0.98883,9.79416,0.40259,0.6369,1.23319,0.97366,0.9759,0.99258,0.74108,0,0,0,0,0.92073,9.45766,0.25061,0.80262,1.32308,0.0019406,0.0019406,0.0019406
5,48.4987,0.96427,9.31758,0.38477,0.59515,1.21611,0.98585,1,0.99417,0.75339,0,0,0,0,0.79399,9.32637,0.25712,0.58435,1.22271,0.0019208,0.0019208,0.0019208
6,57.8916,0.92786,8.9774,0.37641,0.58688,1.21349,0.99724,1,0.995,0.782,0.05117,0.04819,0.00265,0.00043,0.74315,7.78536,0.26462,0.50361,1.14637,0.001901,0.001901,0.001901
7,67.2975,0.90543,8.67397,0.36933,0.55628,1.1784,0.93726,0.93976,0.98355,0.72396,0.01477,0.01205,0.00035,3e-05,0.99272,8.19156,0.26419,0.60148,1.38872,0.0018812,0.0018812,0.0018812
8,76.6595,0.90056,8.60743,0.34951,0.55621,1.18381,0.98785,0.97942,0.9935,0.74414,0,0,0,0,0.85719,7.89839,0.27003,0.78667,1.24587,0.0018614,0.0018614,0.0018614
9,86.0538,0.89961,8.48162,0.34517,0.54789,1.17879,1,0.99927,0.995,0.81153,0.12852,0.14458,0.03293,0.00443,0.74178,6.65502,0.26042,0.48248,1.15421,0.0018416,0.0018416,0.0018416
10,95.4433,0.87865,8.15855,0.3455,0.53258,1.165,0.99852,1,0.995,0.81497,0.01363,0.01205,0.00022,2e-05,0.68911,7.06773,0.27905,0.44154,1.09271,0.0018218,0.0018218,0.0018218
11,104.822,0.87233,7.91523,0.33701,0.51794,1.16821,0.94861,0.98795,0.99249,0.79476,0.23098,0.22892,0.06231,0.00838,0.77192,6.1435,0.26554,0.44837,1.15402,0.001802,0.001802,0.001802
12,114.169,0.82726,7.65906,0.32632,0.50743,1.14561,0.9983,1,0.995,0.85395,0.425,0.37349,0.19708,0.0273,0.59525,5.87742,0.26249,0.41317,1.03989,0.0017822,0.0017822,0.0017822
13,123.646,0.83892,7.67938,0.32594,0.50651,1.1354,0.99651,1,0.995,0.79454,0.09607,0.08434,0.00902,0.00102,0.79904,7.1075,0.24485,0.51463,1.19139,0.0017624,0.0017624,0.0017624
14,133.003,0.83226,7.69372,0.31892,0.52638,1.14744,0.99939,1,0.995,0.79746,0.07753,0.07229,0.0103,0.00106,0.74756,6.54773,0.26018,0.42337,1.14025,0.0017426,0.0017426,0.0017426
15,142.358,0.81108,7.38192,0.31009,0.48831,1.13487,0.9982,1,0.995,0.81824,0.41162,0.36145,0.20685,0.02944,0.68078,6.10704,0.25477,0.39505,1.10138,0.0017228,0.0017228,0.0017228
16,151.711,0.80299,7.36509,0.30802,0.49069,1.12431,0.99121,1,0.995,0.8267,0.47196,0.40964,0.22726,0.04005,0.64215,5.75748,0.24574,0.38949,1.06982,0.001703,0.001703,0.001703
17,161.072,0.78536,7.11434,0.30742,0.47786,1.13399,0.99846,1,0.995,0.83766,0.60136,0.52711,0.3516,0.05565,0.59177,5.40602,0.2512,0.36404,1.02867,0.0016832,0.0016832,0.0016832
18,170.449,0.78952,6.9274,0.30265,0.47643,1.12608,0.99931,1,0.995,0.85311,0.60789,0.53012,0.3672,0.05901,0.61145,5.42634,0.24683,0.38191,1.03133,0.0016634,0.0016634,0.0016634
19,179.84,0.75949,6.97096,0.29348,0.46793,1.107,1,0.99939,0.995,0.84931,0.59683,0.51807,0.34151,0.06711,0.59063,5.49706,0.24611,0.35306,1.02989,0.0016436,0.0016436,0.0016436
20,189.219,0.75287,6.85879,0.29381,0.46213,1.09247,0.99928,1,0.995,0.85552,0.47055,0.40964,0.21109,0.03471,0.57582,5.56192,0.24346,0.35397,1.01871,0.0016238,0.0016238,0.0016238
21,198.571,0.75742,6.88299,0.2834,0.45388,1.09673,0.99736,1,0.995,0.82447,0.68552,0.59036,0.43775,0.06162,0.70619,5.38561,0.24365,0.41161,1.0944,0.001604,0.001604,0.001604
22,207.981,0.74351,6.73219,0.28126,0.44492,1.08458,0.99882,1,0.995,0.85185,0.52132,0.45783,0.30894,0.05348,0.59461,5.45078,0.24993,0.34706,1.02732,0.0015842,0.0015842,0.0015842
23,217.365,0.74865,6.79368,0.28491,0.44868,1.09668,0.9987,1,0.995,0.86492,0.64616,0.56627,0.40986,0.08259,0.57741,5.24971,0.23979,0.34677,1.01984,0.0015644,0.0015644,0.0015644
24,226.757,0.722,6.62305,0.28618,0.43753,1.07413,0.99894,1,0.995,0.85284,0.58434,0.50602,0.32423,0.05362,0.59644,5.36773,0.23694,0.35641,1.01397,0.0015446,0.0015446,0.0015446
