epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.0499,1.44797,11.7295,0.70114,1.75602,1.66362,0.97054,1,0.995,0.79795,0,0,0,0,0.67932,11.4786,0.65493,0.6851,1.1636,0.00038,0.00038,0.00038
2,14.9853,0.80131,11.2601,0.6358,0.5282,1.15289,0.88072,1,0.99167,0.73049,0,0,0,0,0.79858,10.3304,0.4878,1.3496,1.27037,0.000772278,0.000772278,0.000772278
3,19.6414,0.84283,11.0287,0.59409,0.57034,1.18551,0.84639,0.68421,0.80182,0.5292,0,0,0,0,0.93473,11.0486,0.53587,2.1083,1.3848,0.00115664,0.00115664,0.00115664
4,24.2475,0.84864,10.6598,0.543,0.59181,1.21207,0.85631,0.73684,0.82498,0.60253,0,0,0,0,0.97522,10.5369,0.51386,1.16672,1.33107,0.00153307,0.00153307,0.00153307
5,28.8674,0.78875,10.1832,0.50561,0.55565,1.15252,0.79442,0.92105,0.90488,0.59307,0,0,0,0,1.24359,9.75289,0.30902,2.62615,1.74716,0.00190159,0.00190159,0.00190159
6,33.5497,0.81889,9.59048,0.4746,0.5563,1.14189,0.74594,0.81579,0.85459,0.55513,0,0,0,0,1.3753,9.61559,0.34027,2.96073,1.83925,0.001901,0.001901,0.001901
7,38.1722,0.79115,9.65606,0.46315,0.54172,1.15663,0.92563,0.98272,0.98848,0.64439,0,0,0,0,1.07652,10.0769,0.30594,0.96646,1.52023,0.0018812,0.0018812,0.0018812
8,42.8551,0.74423,9.39869,0.43099,0.5161,1.12655,0.67197,0.65789,0.73157,0.36827,0,0,0,0,1.74911,9.77478,0.32765,3.30574,1.96374,0.0018614,0.0018614,0.0018614
9,47.4943,0.71616,8.86923,0.43146,0.50139,1.10581,0.9942,1,0.995,0.74284,0,0,0,0,0.76328,7.2578,0.32001,0.75279,1.19474,0.0018416,0.0018416,0.0018416
10,52.1438,0.73631,8.70458,0.42989,0.50788,1.1175,0.99806,1,0.995,0.85096,0,0,0,0,0.57495,6.70308,0.32452,0.42642,1.00086,0.0018218,0.0018218,0.0018218
11,56.8085,0.70533,8.31486,0.42113,0.46618,1.08707,0.99606,1,0.995,0.81954,0.10597,0.10526,0.02561,0.00394,0.56699,6.46981,0.3208,0.41692,1.01539,0.001802,0.001802,0.001802
12,61.4075,0.69357,7.99743,0.40757,0.46837,1.10482,0.99594,1,0.995,0.83134,0.05647,0.05263,0.0275,0.0055,0.62241,6.74815,0.31706,0.41598,1.0531,0.0017822,0.0017822,0.0017822
13,66.0295,0.69391,7.61807,0.39768,0.47176,1.08943,0.97201,0.94737,0.97089,0.7905,0.27693,0.26316,0.12242,0.01451,0.63416,5.77737,0.31691,0.41045,1.06974,0.0017624,0.0017624,0.0017624
14,70.6424,0.67975,7.74568,0.39677,0.45085,1.06176,0.97274,1,0.99244,0.84428,0.33491,0.31579,0.15549,0.02265,0.50824,5.45377,0.31429,0.36509,1.01022,0.0017426,0.0017426,0.0017426
