epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.48271,2.06099,23.412,0.71546,3.12892,2.30111,1,0.99703,0.995,0.68317,0,0,0,0,1.08714,23.8253,0.6941,1.17129,1.72048,0.00018,0.00018,0.00018
2,10.1278,0.91723,23.2584,0.69025,0.64569,1.4054,0.60121,0.8,0.7878,0.43581,0,0,0,0,1.74606,23.7489,0.67063,2.74283,3.30844,0.000376238,0.000376238,0.000376238
3,12.6865,0.82427,23.2336,0.65297,0.56878,1.29434,0.60443,0.91716,0.88435,0.49436,0,0,0,0,1.38605,23.6366,0.62483,2.88648,2.2287,0.000568516,0.000568516,0.000568516
4,15.2279,0.88179,23.197,0.60898,0.61582,1.34232,0.72565,1,0.92695,0.55328,0,0,0,0,1.23739,23.4514,0.49757,3.55098,2.28317,0.000756834,0.000756834,0.000756834
5,17.7686,0.91317,23.3331,0.57075,0.62898,1.34534,0.65633,0.95,0.93028,0.4213,0,0,0,0,1.46245,23.5408,0.50704,2.95557,2.85452,0.000941192,0.000941192,0.000941192
6,20.315,0.88942,23.3777,0.54412,0.60525,1.34113,0.77778,0.7,0.84441,0.50781,0,0,0,0,1.19499,23.3963,0.49377,12.7239,2.0834,0.00112159,0.00112159,0.00112159
7,22.851,0.85532,23.2066,0.52061,0.5796,1.3149,0.71429,1,0.75226,0.43222,0,0,0,0,1.25955,23.6583,0.60753,5.69066,2.51791,0.00129803,0.00129803,0.00129803
8,25.3834,0.92305,23.0584,0.50578,0.63402,1.35681,0.72326,0.95,0.90981,0.48216,0,0,0,0,1.27276,23.6308,0.52547,2.61701,2.08886,0.00147051,0.00147051,0.00147051
9,27.9212,0.94341,23.2973,0.48208,0.66093,1.35014,0.94663,0.3,0.36716,0.20786,0,0,0,0,2.20767,23.5547,0.4814,2.33209,2.58514,0.00163902,0.00163902,0.00163902
10,30.4547,0.95783,22.853,0.47872,0.64856,1.38416,0.04396,0.4,0.03047,0.01425,0,0,0,0,2.09645,23.6277,0.56794,10.7597,2.58032,0.00180358,0.00180358,0.00180358
11,32.979,0.91104,23.1093,0.47369,0.65593,1.32303,0.9299,0.9,0.96333,0.65807,0,0,0,0,1.2274,23.0126,0.4405,0.74194,2.05463,0.001802,0.001802,0.001802
12,35.5194,0.87302,22.8921,0.46083,0.59662,1.32174,0.74099,0.95,0.89445,0.57796,0,0,0,0,1.26813,22.9531,0.38124,1.08965,1.98874,0.0017822,0.0017822,0.0017822
13,38.0519,0.87711,22.5143,0.46085,0.61343,1.30545,0.78547,0.85,0.8515,0.45045,0,0,0,0,1.60418,23.0978,0.39107,1.42712,2.14223,0.0017624,0.0017624,0.0017624
14,40.5943,0.88632,22.6059,0.4538,0.64992,1.32206,0.43003,0.65,0.48175,0.17419,0,0,0,0,2.68391,22.792,0.42584,3.59076,3.02546,0.0017426,0.0017426,0.0017426
15,43.1225,0.86265,22.6091,0.44758,0.68364,1.32825,0.81942,0.9,0.9463,0.56222,0,0,0,0,1.29604,23.0102,0.40496,1.41977,2.17491,0.0017228,0.0017228,0.0017228
16,45.6594,0.82614,22.3945,0.4443,0.6105,1.27524,0.83908,0.85,0.90323,0.61291,0,0,0,0,1.13809,21.9044,0.39337,1.48987,1.81508,0.001703,0.001703,0.001703
17,48.1871,0.79525,22.4285,0.44274,0.58077,1.2485,0.89249,0.9,0.9396,0.48401,0,0,0,0,1.52826,22.8601,0.36143,1.99568,2.16097,0.0016832,0.0016832,0.0016832
18,50.7235,0.7928,21.9755,0.4369,0.55984,1.2771,0.99273,1,0.995,0.77557,0,0,0,0,0.90654,22.8855,0.35343,0.74699,1.58212,0.0016634,0.0016634,0.0016634
19,53.3034,0.81323,22.0798,0.4314,0.55381,1.2416,0.90265,0.85,0.91626,0.66853,0,0,0,0,1.26758,20.9662,0.36985,1.05887,1.8017,0.0016436,0.0016436,0.0016436
20,55.8508,0.80932,22.0985,0.43003,0.59915,1.26826,0.86576,1,0.99024,0.78136,0,0,0,0,0.71877,20.2156,0.37831,0.68675,1.40435,0.0016238,0.0016238,0.0016238
21,58.4137,0.80418,21.8222,0.43548,0.55539,1.27962,0.99669,1,0.995,0.81707,0,0,0,0,0.77524,20.9857,0.36864,0.45739,1.49168,0.001604,0.001604,0.001604
22,60.9938,0.85339,21.7144,0.42708,0.57503,1.29228,0.92648,1,0.96405,0.7247,0,0,0,0,0.92188,20.3812,0.36618,0.64538,1.62449,0.0015842,0.0015842,0.0015842
23,63.515,0.78851,21.7979,0.42285,0.58487,1.24376,1,0.94835,0.99262,0.78283,0,0,0,0,0.82115,20.0769,0.35841,0.51499,1.47191,0.0015644,0.0015644,0.0015644
24,66.0622,0.77156,21.6679,0.41689,0.58229,1.26587,1,0.99445,0.995,0.75583,0,0,0,0,0.86608,20.3364,0.3872,0.59191,1.56319,0.0015446,0.0015446,0.0015446
25,68.5806,0.7338,21.5183,0.42161,0.5116,1.2283,1,0.99917,0.995,0.81,0,0,0,0,0.77389,20.7829,0.36317,0.75836,1.43435,0.0015248,0.0015248,0.0015248
26,71.1346,0.71557,21.2887,0.41769,0.49444,1.23392,0.94618,1,0.99262,0.85289,0,0,0,0,0.62399,19.5506,0.38585,0.84271,1.2766,0.001505,0.001505,0.001505
