epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.72479,2.07516,97.5433,0.71554,3.15602,2.31098,0.95035,0.95733,0.99262,0.72295,0,0,0,0,1.04348,99.2346,0.69462,1.22944,1.74014,0.00018,0.00018,0.00018
2,10.4592,1.09225,96.8991,0.70995,0.78177,1.53155,0.84539,1,0.98548,0.67696,0,0,0,0,1.05917,99.0288,0.67956,1.63734,1.86657,0.000376238,0.000376238,0.000376238
3,13.0302,0.97382,96.7353,0.68179,0.68116,1.39974,0.93333,0.7,0.91521,0.52959,0,0,0,0,1.40187,98.6839,0.64265,5.04366,2.41018,0.000568516,0.000568516,0.000568516
4,15.5787,1.06134,96.0144,0.65027,0.77187,1.46867,0.67075,0.95,0.84163,0.44436,0,0,0,0,1.32087,97.5138,0.56794,2.6934,2.65234,0.000756834,0.000756834,0.000756834
5,18.1183,1.11169,96.7786,0.62513,0.81165,1.48884,0.10744,0.65,0.13547,0.04347,0,0,0,0,2.48859,99.7112,0.95659,38.8309,7.28894,0.000941192,0.000941192,0.000941192
6,20.6702,1.13692,97.0706,0.59694,0.75404,1.48912,0.55,0.55,0.42352,0.15854,0,0,0,0,2.17825,99.2105,0.77635,7.27907,3.71229,0.00112159,0.00112159,0.00112159
7,23.1935,1.18448,95.8747,0.5748,0.79915,1.53569,0.16443,0.6,0.17202,0.04725,0,0,0,0,2.61915,99.176,0.56253,16.0817,5.65483,0.00129803,0.00129803,0.00129803
8,25.717,1.16235,94.9376,0.55224,0.92587,1.55927,0.12706,0.35,0.08979,0.04851,0,0,0,0,2.12564,98.1627,0.47451,7.11516,4.25016,0.00147051,0.00147051,0.00147051
9,28.2667,1.10202,95.5947,0.53422,0.84814,1.48867,0.6087,0.7,0.62866,0.1854,0,0,0,0,2.24603,95.6937,0.46145,7.22714,6.97633,0.00163902,0.00163902,0.00163902
10,30.8371,1.18721,93.1155,0.51161,0.8626,1.53829,0.45833,0.3,0.31009,0.08025,0,0,0,0,3.32002,96.9276,0.57011,3.65447,4.89118,0.00180358,0.00180358,0.00180358
11,33.3914,1.14304,94.2309,0.50787,0.84398,1.50918,0.31895,0.4,0.15788,0.02924,0,0,0,0,3.69137,95.8665,0.50597,4.35609,5.05767,0.001802,0.001802,0.001802
12,35.9534,1.12267,93.5711,0.49829,0.87475,1.50655,0.27404,0.55,0.1837,0.03702,0,0,0,0,3.2879,97.087,0.49648,3.60419,4.86998,0.0017822,0.0017822,0.0017822
13,38.5116,1.09293,91.3385,0.48843,0.83924,1.4798,0.79287,0.85,0.85675,0.44918,0,0,0,0,1.68884,91.4368,0.37152,1.96664,3.57959,0.0017624,0.0017624,0.0017624
14,41.0642,1.12931,92.1392,0.49624,0.82906,1.5163,0.89075,0.8159,0.93277,0.51109,0,0,0,0,1.68059,93.1896,0.40071,1.44929,3.5655,0.0017426,0.0017426,0.0017426
15,43.5968,1.06897,91.6936,0.48055,0.7864,1.48739,0.87776,0.9,0.92239,0.42637,0,0,0,0,1.83776,90.9703,0.3963,1.42129,3.5281,0.0017228,0.0017228,0.0017228
16,46.1589,1.08251,90.1602,0.47511,0.75017,1.47795,0.89653,0.8,0.94504,0.49817,0,0,0,0,1.62971,93.3666,0.39638,1.77568,2.68087,0.001703,0.001703,0.001703
17,48.6951,1.10476,91.7213,0.47259,0.78882,1.48443,0.86446,0.95697,0.96019,0.67942,0,0,0,0,0.98808,95.6605,0.39559,1.32226,1.78276,0.0016832,0.0016832,0.0016832
18,51.2488,1.03574,89.5379,0.46142,0.78714,1.46263,0.94794,0.8,0.93728,0.67463,0,0,0,0,0.96213,92.9376,0.39809,1.30077,1.79009,0.0016634,0.0016634,0.0016634
